review_id,community_id,review_date,month_start,rating,has_response
GR377380,C012,2025-04-17,2025-04-01,5,false
GR630301,C012,2025-04-25,2025-04-01,5,false
GR320264,C012,2025-04-14,2025-04-01,5,false
GR981178,C013,2025-04-04,2025-04-01,4,false
GR441774,C013,2025-04-05,2025-04-01,5,false
GR526449,C013,2025-04-28,2025-04-01,3,false
GR439479,C013,2025-04-19,2025-04-01,4,false
GR157054,C013,2025-04-17,2025-04-01,5,false
GR602841,C014,2025-04-21,2025-04-01,3,false
GR545726,C014,2025-04-21,2025-04-01,4,true
GR106008,C001,2025-05-27,2025-05-01,4,false
GR769419,C001,2025-05-28,2025-05-01,4,false
GR520080,C001,2025-05-10,2025-05-01,5,true
GR825692,C001,2025-05-22,2025-05-01,4,true
GR330487,C001,2025-05-27,2025-05-01,4,false
GR759236,C001,2025-05-18,2025-05-01,4,true
GR365462,C001,2025-05-27,2025-05-01,5,false
GR756621,C001,2025-05-04,2025-05-01,5,true
GR318311,C002,2025-05-01,2025-05-01,4,true
GR967215,C002,2025-05-02,2025-05-01,5,false
GR887252,C002,2025-05-18,2025-05-01,4,false
GR633752,C002,2025-05-26,2025-05-01,3,true
GR872672,C002,2025-05-21,2025-05-01,4,false
GR797091,C002,2025-05-13,2025-05-01,2,true
GR528299,C002,2025-05-22,2025-05-01,5,true
GR634926,C003,2025-05-25,2025-05-01,5,true
GR609596,C003,2025-05-23,2025-05-01,5,false
GR148416,C003,2025-05-25,2025-05-01,2,true
GR544586,C003,2025-05-10,2025-05-01,5,true
GR848654,C004,2025-05-13,2025-05-01,5,true
GR952586,C004,2025-05-19,2025-05-01,3,true
GR337863,C004,2025-05-03,2025-05-01,5,false
GR444805,C004,2025-05-10,2025-05-01,4,true
GR785263,C004,2025-05-09,2025-05-01,2,true
GR820743,C004,2025-05-22,2025-05-01,2,true
GR757644,C004,2025-05-18,2025-05-01,4,true
GR341543,C004,2025-05-20,2025-05-01,5,true
GR690813,C005,2025-05-08,2025-05-01,4,true
GR118160,C005,2025-05-10,2025-05-01,1,false
GR568867,C005,2025-05-23,2025-05-01,5,false
GR267874,C005,2025-05-16,2025-05-01,4,true
GR619505,C005,2025-05-10,2025-05-01,3,true
GR255013,C005,2025-05-03,2025-05-01,1,true
GR191255,C005,2025-05-25,2025-05-01,5,false
GR790688,C006,2025-05-11,2025-05-01,3,false
GR149896,C006,2025-05-14,2025-05-01,4,true
GR472077,C006,2025-05-19,2025-05-01,4,true
GR342860,C007,2025-05-18,2025-05-01,5,false
GR473071,C007,2025-05-15,2025-05-01,2,true
GR788457,C007,2025-05-08,2025-05-01,5,true
GR346426,C008,2025-05-08,2025-05-01,4,false
GR812373,C008,2025-05-03,2025-05-01,4,false
GR517564,C008,2025-05-17,2025-05-01,5,true
GR433609,C008,2025-05-18,2025-05-01,3,false
GR109328,C008,2025-05-17,2025-05-01,4,false
GR386853,C008,2025-05-13,2025-05-01,3,true
GR382204,C008,2025-05-14,2025-05-01,1,true
GR327157,C008,2025-05-07,2025-05-01,5,true
GR398955,C009,2025-05-05,2025-05-01,4,false
GR947999,C009,2025-05-21,2025-05-01,3,true
GR667618,C009,2025-05-15,2025-05-01,5,true
GR744652,C009,2025-05-13,2025-05-01,4,true
GR121100,C009,2025-05-17,2025-05-01,4,true
GR463231,C009,2025-05-15,2025-05-01,2,false
GR390160,C009,2025-05-12,2025-05-01,5,false
GR349206,C010,2025-05-04,2025-05-01,3,true
GR169243,C010,2025-05-21,2025-05-01,5,true
GR707991,C010,2025-05-23,2025-05-01,4,false
GR338859,C010,2025-05-23,2025-05-01,4,true
GR681496,C010,2025-05-24,2025-05-01,5,false
GR487078,C010,2025-05-23,2025-05-01,5,false
GR719493,C010,2025-05-03,2025-05-01,4,false
GR562915,C010,2025-05-22,2025-05-01,3,true
GR610932,C011,2025-05-19,2025-05-01,5,false
GR206958,C011,2025-05-22,2025-05-01,5,false
GR847665,C012,2025-05-08,2025-05-01,4,false
GR921689,C012,2025-05-24,2025-05-01,3,false
GR396859,C012,2025-05-28,2025-05-01,5,true
GR957151,C012,2025-05-25,2025-05-01,5,false
GR823484,C012,2025-05-04,2025-05-01,3,false
GR711486,C012,2025-05-11,2025-05-01,2,true
GR802875,C013,2025-05-17,2025-05-01,4,true
GR356628,C013,2025-05-09,2025-05-01,4,true
GR358226,C013,2025-05-25,2025-05-01,5,false
GR231844,C013,2025-05-16,2025-05-01,5,false
GR526662,C014,2025-05-22,2025-05-01,1,false
GR267144,C014,2025-05-04,2025-05-01,1,true
GR710925,C014,2025-05-27,2025-05-01,2,false
GR675575,C014,2025-05-21,2025-05-01,4,false
GR542287,C014,2025-05-15,2025-05-01,4,false
GR854964,C014,2025-05-23,2025-05-01,4,true
GR681430,C001,2025-06-16,2025-06-01,5,true
GR893907,C001,2025-06-24,2025-06-01,5,false
GR430870,C001,2025-06-10,2025-06-01,4,true
GR854401,C001,2025-06-28,2025-06-01,4,true
GR861196,C001,2025-06-02,2025-06-01,5,false
GR706662,C001,2025-06-24,2025-06-01,3,false
GR223621,C001,2025-06-21,2025-06-01,5,true
GR236212,C002,2025-06-01,2025-06-01,5,false
GR308992,C002,2025-06-11,2025-06-01,5,false
GR894733,C002,2025-06-04,2025-06-01,2,true
GR402091,C002,2025-06-15,2025-06-01,5,true
GR709519,C002,2025-06-28,2025-06-01,2,false
GR199520,C002,2025-06-22,2025-06-01,4,false
GR890630,C002,2025-06-16,2025-06-01,5,true
GR256558,C003,2025-06-14,2025-06-01,5,true
GR561992,C003,2025-06-02,2025-06-01,2,false
GR439607,C003,2025-06-25,2025-06-01,3,true
GR175365,C003,2025-06-18,2025-06-01,4,false
GR990685,C003,2025-06-02,2025-06-01,5,false
GR490673,C003,2025-06-03,2025-06-01,4,false
GR797935,C003,2025-06-01,2025-06-01,1,true
GR992851,C004,2025-06-20,2025-06-01,5,false
GR623410,C004,2025-06-19,2025-06-01,5,false
GR959758,C004,2025-06-06,2025-06-01,4,true
GR736531,C004,2025-06-06,2025-06-01,5,true
GR232752,C004,2025-06-02,2025-06-01,5,false
GR983124,C004,2025-06-03,2025-06-01,2,true
GR340574,C004,2025-06-16,2025-06-01,5,true
GR623835,C004,2025-06-21,2025-06-01,1,true
GR935721,C005,2025-06-10,2025-06-01,4,true
GR811722,C005,2025-06-25,2025-06-01,4,false
GR617696,C005,2025-06-26,2025-06-01,5,true
GR367905,C005,2025-06-27,2025-06-01,1,false
GR782384,C006,2025-06-14,2025-06-01,3,false
GR757561,C006,2025-06-11,2025-06-01,1,false
GR844224,C006,2025-06-26,2025-06-01,5,false
GR402990,C006,2025-06-27,2025-06-01,5,false
GR977568,C006,2025-06-24,2025-06-01,3,false
GR399346,C006,2025-06-12,2025-06-01,5,true
GR150426,C007,2025-06-11,2025-06-01,4,false
GR950891,C007,2025-06-14,2025-06-01,5,false
GR117874,C008,2025-06-12,2025-06-01,5,true
GR340945,C008,2025-06-03,2025-06-01,5,false
GR220364,C008,2025-06-12,2025-06-01,4,false
GR608588,C008,2025-06-28,2025-06-01,5,false
GR680168,C008,2025-06-16,2025-06-01,3,false
GR249733,C008,2025-06-02,2025-06-01,4,true
GR466561,C009,2025-06-28,2025-06-01,5,false
GR168690,C009,2025-06-13,2025-06-01,2,true
GR171757,C009,2025-06-02,2025-06-01,1,true
GR660373,C009,2025-06-09,2025-06-01,5,false
GR457655,C009,2025-06-27,2025-06-01,2,true
GR447901,C009,2025-06-08,2025-06-01,4,false
GR220373,C009,2025-06-27,2025-06-01,5,true
GR624027,C009,2025-06-16,2025-06-01,5,false
GR927317,C010,2025-06-12,2025-06-01,5,false
GR932590,C010,2025-06-01,2025-06-01,5,true
GR397855,C010,2025-06-18,2025-06-01,3,true
GR230374,C010,2025-06-23,2025-06-01,4,false
GR543480,C010,2025-06-18,2025-06-01,5,false
GR873156,C010,2025-06-25,2025-06-01,5,false
GR326718,C011,2025-06-05,2025-06-01,1,false
GR107160,C011,2025-06-23,2025-06-01,3,true
GR325016,C011,2025-06-21,2025-06-01,5,false
GR245433,C011,2025-06-01,2025-06-01,4,false
GR870801,C011,2025-06-28,2025-06-01,5,false
GR365476,C011,2025-06-02,2025-06-01,4,false
GR158100,C012,2025-06-16,2025-06-01,5,false
GR471157,C012,2025-06-19,2025-06-01,5,true
GR104868,C012,2025-06-28,2025-06-01,5,false
GR788411,C012,2025-06-23,2025-06-01,4,true
GR529973,C012,2025-06-13,2025-06-01,2,true
GR479484,C012,2025-06-22,2025-06-01,5,false
GR229759,C012,2025-06-21,2025-06-01,4,true
GR291967,C013,2025-06-12,2025-06-01,4,true
GR912371,C013,2025-06-25,2025-06-01,2,true
GR734488,C013,2025-06-25,2025-06-01,4,true
GR766933,C013,2025-06-18,2025-06-01,5,true
GR442330,C013,2025-06-17,2025-06-01,4,false
GR474129,C013,2025-06-18,2025-06-01,4,true
GR159990,C013,2025-06-28,2025-06-01,2,true
GR643520,C014,2025-06-13,2025-06-01,2,true
GR978852,C014,2025-06-19,2025-06-01,5,false
GR821497,C014,2025-06-16,2025-06-01,3,false
GR242216,C014,2025-06-24,2025-06-01,2,true
GR322914,C014,2025-06-12,2025-06-01,5,false
GR884739,C014,2025-06-25,2025-06-01,5,true
GR106975,C014,2025-06-03,2025-06-01,4,false
